,Text,Date,Year,hashtag,Cleaned
7002,"#MannKiBaat
#हमको_भी_मरना_है
अगर मोक्ष पाना है ,ओर सभी पाप कर्मो से मुक्ति पानी है, तो तत्वदर्शी संत का ज्ञान समझे।
Must watch:- Sadhna Tv 7:40PMसे
 @rajnathsingh 
 @narendramodi 
 @iTIGERSHROFF 
 @vidya_balan https://t.co/XjRFRwJnYZ",2018-02-26,2018,"['MannKiBaat', 'हमक']",must watch sadhna
7003,"#MannKiBaat
#हमको_भी_मरना_है
अगर मोक्ष पाना है ,ओर सभी पाप कर्मो से मुक्ति पानी है, तो तत्वदर्शी संत का ज्ञान समझे।
Must watch:- Sadhna Tv 7:40PMसे
 @rajnathsingh 
 @narendramodi 
 @iTIGERSHROFF 
 @vidya_balan https://t.co/BT8zsEbuVQ",2018-02-26,2018,"['MannKiBaat', 'हमक']",must watch sadhna
7004,"#MannKiBaat
#हमको_भी_मरना_है
अगर मोक्ष पाना है ,ओर सभी पाप कर्मो से मुक्ति पानी है, तो तत्वदर्शी संत का ज्ञान समझे।
Must watch:- Sadhna Tv 7:40PMसे
 @rajnathsingh 
 @narendramodi 
 @iTIGERSHROFF 
 @vidya_balan https://t.co/asto2GBkXH",2018-02-26,2018,"['MannKiBaat', 'हमक']",must watch sadhna
7005,"#MannKiBaat
#हमको_भी_मरना_है
अगर मोक्ष पाना है ,ओर सभी पाप कर्मो से मुक्ति पानी है, तो तत्वदर्शी संत का ज्ञान समझे।
Must watch:- Sadhna Tv 7:40PMसे
 @rajnathsingh 
 @narendramodi 
 @iTIGERSHROFF 
 @vidya_balan https://t.co/XKymJ2SRLv",2018-02-26,2018,"['MannKiBaat', 'हमक']",must watch sadhna
7006,"#MannKiBaat
#हमको_भी_मरना_है
अगर मोक्ष पाना है ,ओर सभी पाप कर्मो से मुक्ति पानी है, तो तत्वदर्शी संत का ज्ञान समझे।
Must watch:- Sadhna Tv 7:40PMसे
 @rajnathsingh 
 @narendramodi 
 @iTIGERSHROFF 
 @vidya_balan https://t.co/Fz5tMj2MBI",2018-02-26,2018,"['MannKiBaat', 'हमक']",must watch sadhna
7007,"#MannKiBaat
#हमको_भी_मरना_है
अगर मोक्ष पाना है ,ओर सभी पाप कर्मो से मुक्ति पानी है, तो तत्वदर्शी संत का ज्ञान समझे।
Must watch:- Sadhna Tv 7:40PMसे
 @rajnathsingh 
 @narendramodi 
 @iTIGERSHROFF 
 @vidya_balan https://t.co/HF48SnSbUl",2018-02-26,2018,"['MannKiBaat', 'हमक']",must watch sadhna
7011,All I hear on news are scams and deaths isn't there any else happening in this nation ?  #NiravModiScam #MannKiBaat #Sridevi,2018-02-26,2018,"['NiravModiScam', 'MannKiBaat', 'Sridevi']",hear news scams deaths isnt there else happening this nation
7012,"@indiatvnews Sickness growing
Any remedy??

#MannKiBaat should address this disaster in making",2018-02-26,2018,['MannKiBaat'],sickness growingany remedy should address this disaster making
7015,"@ShashiK94049511 @INCIndia Wo mann ki baat # लगाने की जरुरत ही नही हम उनका trend क्यों टाँप पर ले जाये
हम #mannkibaat से ही उनको जबाब दे सकते",2018-02-26,2018,['mannkibaat'],mann baat trend
7017,"#WoMannKiBaat
#हमको_भी_मरना_है  , 
लेकिन हम बेफिक्र होकर जी रहे हैं, 
कभी खुद से भी #MannKiBaat कर लेनी चाहिए ताकि मृत्यु को कैसे जीता व अमरत्व पाया जा सकता है👇🏿

Watch Satsang⏩on sadhna TV from 7:40 evening https://t.co/w7i3ZQUUi6",2018-02-26,2018,"['WoMannKiBaat', 'हमक', 'MannKiBaat']",watch satsangon sadhna from evening
7018,"@havellsindia @narendramodi 's lecture on Cow dung, for earning money #MannKiBaat .This guy making India Gobar",2018-02-26,2018,['MannKiBaat'],lecture dung earning money this making india gobar
7019,"#Sushasan babu @NitishKumar ji, Bihar is a #DryState. Where did #BJP Neta get liquor from. 9 innocent kids died - what actions have u taken

What is your commission? 10%, 20%

#WoMannKiBaat 
#MannKiBaat 
#KyaUlluBanaya 
#AbuseOfPower 
#Bihar https://t.co/kFOTdp1ZeN",2018-02-26,2018,"['Sushasan', 'DryState', 'BJP', 'WoMannKiBaat', 'MannKiBaat', 'KyaUlluBanaya', 'AbuseOfPower', 'Bihar']",babu bihar where neta liquor from innocent kids died what actions have takenwhat your commission
7034,"@narendramodi_in हिन्दू संत Asaram Bapu Ji को केवल आरोपों के आधार पर लंभी समय तक बिना कोई ठोस सबूत जेल में बंद रखना ये अन्याय नहीं तो और क्या..?
@narendramodi
#MannKiBaat
https://t.co/MqufBcoc8o",2018-02-26,2018,['MannKiBaat'],asaram bapu
7035,"@KohliMyJaan @The_EternalKind Actually tum sahi ho, tujhe hee bol rhi h😜😒😒#womannkibaat ♂#mannkibaat",2018-02-26,2018,"['womannkibaat', 'mannkibaat']",actually sahi tujhe
7036,"@narendramodi_in Asaram Bapu Ji has been framed under a fake POCSO law.
#50करोड़_नहीं_तो_जेल
#MannKiBaat

https://t.co/VawsJz2a32",2018-02-26,2018,"['50कर', 'MannKiBaat']",asaram bapu been framed under fake pocso
7038,"@narendramodi_in Asaram Bapu Ji को बिना कोई ठोस सबूत पिछले 4+साल से जेल में बंद क्यों रखा गया है,
ये देश की न्यायव्यवस्था पर प्रश्न खड़ा रखता है..?
#50करोड़_नहीं_तो_जेल
#MannKiBaat
https://t.co/6bIzMNmgRu",2018-02-26,2018,"['50कर', 'MannKiBaat']",asaram bapu
7040,"मैं आपको आमंत्रित करता हूँ clean energy and green jobs के इस आन्दोलन के भागीदार बनें। अपने गाँव में waste को wealth में परिवर्तन करने और गोबर से गोबर-धन बनाने की दिशा में पहल करें:
श्री @narendramodi #MannKiBaat
@PMOIndia @@AmitShahOffice @AshokParnamiBJP@chshekharbjp https://t.co/SIDU87pf4k",2018-02-26,2018,['MannKiBaat'],clean energy green jobs waste wealth
7041,"Four years of absolute majority and a pending manifesto promise of #WomenFor33  % and still Narendra modi talks about Woman led development as it's a novel idea  that's just struck him...

#MannKiBaat तक ही ना सीमित रह जाए #WoMannKiBaat @alamgirizvi https://t.co/VQtLka5RVG",2018-02-26,2018,"['WomenFor33', 'MannKiBaat', 'WoMannKiBaat']",four years absolute majority pending manifesto promise still narendra modi talks about woman development novel idea thats just struck
7045,"@mlkhattar Thank you sir
#MannKiBaat",2018-02-26,2018,['MannKiBaat'],thank
7046,"@narendramodi_in @narendramodi #50करोड़_नहीं_तो_जेल ऐसी धमकियाँ मिली संत Asaram Bapu Ji को लेकिन अपनी सत्यता और ईमानदारी पर कायम रहकर उन्होने बोगस केस मे भी न्यायिक हिरासत स्वीकार की https://t.co/Flazv8J2Lr
#MannKiBaat",2018-02-26,2018,"['50कर', 'MannKiBaat']",asaram bapu
7049,"PM @narendramodi’s #MannKiBaat: New India possible only through women empowerment
https://t.co/YM43IMFaH8 via NMApp https://t.co/7wbmHEmmyG",2018-02-26,2018,['MannKiBaat'],india possible only through women empowerment nmapp
7055,"#MannKiBaat#hum ko bhi mrna h 
मानुष जन्म दुर्लभ है मिले ना बारम्बार जैसे तरवर से पत्ता टुट पङे बहुर ना लगता डार 
मनुष्य को  परमात्मा ने अपना ही स्वरूप रचा है यह शरीर बार बार नही मिलेगा इसे वर्थ मे मत गवाव 
सतगुरु की शरण लो और कल्याण करवाओ https://t.co/JcFXIVbMLy",2018-02-26,2018,"['MannKiBaat', 'hum']",mrna
7056,हम सब बैंकर्स अपना हक चाहते है.  Early wage revision.. #11thbps #eleventhbps #pmoindia #ArunJaitley #FinanceMinister #MannKiBaat #NDTVNews #NarendraModi,2018-02-26,2018,"['11thbps', 'eleventhbps', 'pmoindia', 'ArunJaitley', 'FinanceMinister', 'MannKiBaat', 'NDTVNews', 'NarendraModi']",early wage revision
7059,"PM @narendramodi's #MannKiBaat: Waste-to-energy will enrich farmers, power villages 
https://t.co/VAdN8TRfsZ via NMApp https://t.co/1tebakJKq0",2018-02-26,2018,['MannKiBaat'],wastetoenergy will enrich farmers power villages nmapp
7060,"PM @narendramodi's #MannKiBaat: Waste-to-energy will enrich farmers, power villages 
https://t.co/Yfy7S2pzgY via NMApp https://t.co/LqHScAf1js",2018-02-26,2018,['MannKiBaat'],wastetoenergy will enrich farmers power villages nmapp
7063,"#हमको_भी_मरना_है  , 
लेकिन हम बेफिक्र होकर जी रहे हैं, 
कभी खुद से भी #MannKiBaat कर लेनी चाहिए ताकि मृत्यु को कैसे जीता व अमरत्व पाया जा सकता है👇🏿

Watch Satsang⏩on sadhna TV from 7:40 evening
@HMOIndia 
@rashtrapatibhvn",2018-02-26,2018,"['हमक', 'MannKiBaat']",watch satsangon sadhna from evening
7064,"#हमको_भी_मरना_है
#हमको_भी_मरना_है  , 
लेकिन हम बेफिक्र होकर जी रहे हैं, 
कभी खुद से भी #MannKiBaat कर लेनी चाहिए ताकि मृत्यु को कैसे जीता व अमरत्व पाया जा सकता है👇🏿

Watch Satsang⏩on sadhna TV from 7:40 evening https://t.co/kA96Pniavh",2018-02-26,2018,"['हमक', 'हमक', 'MannKiBaat']",watch satsangon sadhna from evening
7065,"#हमको_भी_मरना_है  , 
लेकिन हम बेफिक्र होकर जी रहे हैं, 
कभी खुद से भी #MannKiBaat कर लेनी चाहिए ताकि मृत्यु को कैसे जीता व अमरत्व पाया जा सकता है👇🏿

Watch Satsang⏩on sadhna TV from 7:40 evening
@PMOIndia 
@abhilashBJPmp 
@myogiadityanath",2018-02-26,2018,"['हमक', 'MannKiBaat']",watch satsangon sadhna from evening
7067,"@Vidyaraj51 Four years of absolute majority and a pending manifesto promise of #WomenFor33  % and still @narendramodi  ji talks about Woman led development as it's a novel idea  that's just struck him...

#MannKiBaat  तक ही ना सीमित रह जाए #WoMannKiBaat https://t.co/evUOjuvVmE",2018-02-26,2018,"['WomenFor33', 'MannKiBaat', 'WoMannKiBaat']",four years absolute majority pending manifesto promise still talks about woman development novel idea thats just struck
7068,"Four years of absolute majority and a pending manifesto promise of #WomenFor33  % and still @narendramodi  ji talks about Woman led development as it's a novel idea  that's just struck him...

#MannKiBaat  तक ही ना सीमित रह जाए #WoMannKiBaat https://t.co/EBJfcB8SM1",2018-02-26,2018,"['WomenFor33', 'MannKiBaat', 'WoMannKiBaat']",four years absolute majority pending manifesto promise still talks about woman development novel idea thats just struck
7073,"Four years of absolute majority and a pending manifesto promise of #WomenFor33  % and still @narendramodi  ji talks about Woman led development as it's a novel idea  that's just struck him...

#MannKiBaat  तक ही ना सीमित रह जाए #WoMannKiBaat https://t.co/ZcoL3XbcF8",2018-02-26,2018,"['WomenFor33', 'MannKiBaat', 'WoMannKiBaat']",four years absolute majority pending manifesto promise still talks about woman development novel idea thats just struck
7075,"Fake Trials,
Fabricated News,
Fake Evidence,
Fabricated Proofs.
Media always play rubbish games to defame Hindu Saints. Surprisingly!!! The truth behind  #50करोड़_नहीं_तो_जेल is about to be exposed
#MannKiBaat 
Let's Boycott Anti Hindu Paid Media.",2018-02-26,2018,"['50कर', 'MannKiBaat']",fake trialsfabricated newsfake evidencefabricated proofsmedia always play rubbish games defame hindu saints surprisingly truth behind about exposed lets boycott anti hindu paid media
7076,"#हमको_भी_मरना_है  , 
लेकिन हम बेफिक्र होकर जी रहे हैं, 
कभी खुद से भी #MannKiBaat कर लेनी चाहिए ताकि मृत्यु को कैसे जीता व अमरत्व पाया जा सकता है👇🏿

Watch Satsang⏩on sadhna TV from 7:40 evening",2018-02-26,2018,"['हमक', 'MannKiBaat']",watch satsangon sadhna from evening
7087,"#KyaUlluBanaya
#MannKiBaat
#Guru_Gyaan
अगर मोक्ष पाना है ,ओर सभी पाप कर्मो से मुक्ति पानी है, तो तत्वदर्शी संत का #गुरु_का_महत्व समझे।
@rashtrapatibhvn
👇👇
Must watch:- sadhnaTv 07:40PMसे
@SatlokChannel
👇👇
https://t.co/LK1w88uS0H",2018-02-26,2018,"['KyaUlluBanaya', 'MannKiBaat', 'Guru_Gyaan', 'ग']",watch sadhnatv
7089,"Guess Her Name😋

#MondayMotivation #TuesdayMotivation #NCeG2018 #ShahInKalyanaKarnatka #MannKiBaat #KirrakParty #SrideviDeathMystery #SrideviDeathMystery #Syria https://t.co/XYpqGOChRO",2018-02-26,2018,"['MondayMotivation', 'TuesdayMotivation', 'NCeG2018', 'ShahInKalyanaKarnatka', 'MannKiBaat', 'KirrakParty', 'SrideviDeathMystery', 'SrideviDeathMystery', 'Syria']",guess name
7090,PM @narendramodi spoke about disaster management during yesterday's #MannKiBaat. https://t.co/uWZY7A6obg,2018-02-26,2018,['MannKiBaat'],spoke about disaster management during yesterdays
7097,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1 https://t.co/WBl7t87AqG",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7098,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1 https://t.co/tucP7UDOZt",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7099,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1 https://t.co/JatqjBmalN",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7100,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1 https://t.co/RRkGbpNGyY",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7101,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1 https://t.co/mNFGAcD16X",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7102,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1 https://t.co/ftJSPO00R7",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7103,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1 https://t.co/ERvDbARNH1",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7104,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1 https://t.co/beu64XYMKb",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7105,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1 https://t.co/B0dKjecCkX",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7107,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1 https://t.co/AvP9qcEvWl",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7108,जनप्रिय प्रधानमंत्री माननीय श्री @narendramodi जी आपके #MannKiBaat सुनके हमे देश की #positive बाते सुनने को मिलती हैं और साथ-साथ ऐसे लोगो को पता चलता हैं जो अपने स्तर से अच्छे कार्य कर रहे हैं।प्रधानमंत्री जी आपके MannKiBaat से हमे अच्छा  करने की प्रेरणा और ताकत मिलती हैं।धन्यवाद,2018-02-26,2018,"['MannKiBaat', 'positive']",mannkibaat
7111,"पंजाब नगरनिगम उपचुनाव में सभी 15 सीटों पर कांग्रेस की जीत....💪💪👍👍
कांग्रेस -15
भाजपा+अकाली- 0
आप-0
क्या आप मुझे “ like ” नहीं देंगे ??
Re =Agree

#MannKiBaat",2018-02-26,2018,['MannKiBaat'],like agree
7112,मैं आपको आमंत्रित करता हूँ clean energy and green jobs के इस आन्दोलन के भागीदार बनें। अपने गाँव में waste को wealth में परिवर्तन करने और गोबर से गोबर-धन बनाने की दिशा में पहल करें: प्रधानमंत्री श्री @narendramodi #MannKiBaat  https://t.co/d1eNCmmUmS https://t.co/7RRI9dLU2b,2018-02-26,2018,['MannKiBaat'],clean energy green jobs waste wealth
7113,After so many #MannKiBaat let do #mahilaokosadanmeinlaoki baat  @PMOIndia  @narendramodi  Ji #WomenFor33 #WoMannKiBaat,2018-02-26,2018,"['MannKiBaat', 'mahilaokosadanmeinlaoki', 'WomenFor33', 'WoMannKiBaat']",after many baat
7114,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7115,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7116,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7117,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7118,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7119,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7120,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7121,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7122,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7123,"#MannKiBaat
श्री देवी के दिहांत के बाद दिल बहुत दुखी है जब ऐसी हस्तियां भी दुनियां छोड़ चली जाती है तो #हमको_भी_मरना_है झगड़ा रिश्वत खोरी माया की मारा और फालतू का नशा मास खाना छोड़कर सत्संग सुनना चाहिये नही यह जन्म तो गया और अगला जन्म भी पता नही कैसा होगा । photo/1",2018-02-26,2018,"['MannKiBaat', 'हमक']",photo
7131,"https://t.co/PyJeUOfNo1
 
Bhutia #MWC18 #MannKiBaat #RahulDravid Tune in to MTV Morne Morkel #Madhavan Nokia 8 Sirocco #SAWvINDW #CreativeClickCinemas #Filmfare #11thAnnualEdisonAwards #ShaunQuadeInIndia",2018-02-26,2018,"['MWC18', 'MannKiBaat', 'RahulDravid', 'Madhavan', 'SAWvINDW', 'CreativeClickCinemas', 'Filmfare', '11thAnnualEdisonAwards', 'ShaunQuadeInIndia']",tune morne morkel nokia sirocco
7133,"#MannKiBaat
#हमको_भी_मरना_है
जीवन थोड़ा ही भला होता है यदि जीवन मे अच्छे कार्य किये जायें ,लेकिन वास्तव में वो अच्छे कार्य क्या हैं?
Watch:- Haryana News 06:00AM https://t.co/XkaPKHivKb",2018-02-26,2018,"['MannKiBaat', 'हमक']",watch haryana news
7134,@PMOIndia This way #MannKiBaat https://t.co/nperxSdZTq,2018-03-26,2018,['MannKiBaat'],this
7135,RT @sahodar4men: RT @sahodar4men: RT @Arvindsfight: Let's see when #MannKiBaat will break momentum of #DhanKiBaat,2018-03-26,2018,"['MannKiBaat', 'DhanKiBaat']",lets when will break momentum
7136,PM Sahab is good to tell his heart talk but when he would listen people heart talks after 5 yrs. No meaning for us about his heart talk but meaningful is public heart talk. He must listen what the public desire.#MannKiBaat,2018-03-26,2018,['MannKiBaat'],sahab good tell heart talk when would listen people heart talks after meaning about heart talk meaningful public heart talk must listen what public desire
7138,RT @sahodar4men: RT @Arvindsfight: Let's see when #MannKiBaat will break momentum of #DhanKiBaat,2018-03-26,2018,"['MannKiBaat', 'DhanKiBaat']",lets when will break momentum
7139,@CNNnews18 I am happy that she listened to #MannKiBaat.!!!!,2018-03-26,2018,['MannKiBaat'],happy that listened
7140,"@DexTakhell @NBirenSingh @narendramodi @PMOIndia @BJP4India @rammadhavbjp @RajatSethi86 Or, may be #MannKiBaat was relayed live in local language i.e Manipuri !!",2018-03-26,2018,['MannKiBaat'],relayed live local language manipuri
7142,"@divyansuhope @IpsAshish @AnupriyaSPatel @ajaydevgn @secretary_wcd @omar7rashid @mishranandita6 @deespeak @RitaBJoshi @alokg2k @NeelkanthAd @AtalVajpayeeBJP @AnilRajbharbjp @IPS_Association @aamir_khan @navsekera @AJMathpal @PiyushRaiTOI @upcoprahul This is what I called #TransformingIndia #NewIndia #genderequality #MannKiBaat 

Inspirational",2018-03-26,2018,"['TransformingIndia', 'NewIndia', 'genderequality', 'MannKiBaat']",this what called inspirational
7143,"नक्सल प्रभावित कुड़ी वह भीटी गांव में ग्रीन ग्रुप महिलाओं को देख कर जुआ खेल रहे लोग, कुछ तो भाग पड़े कुछ पकड़े गए।

#Empowering the Women, transforming India. #MannKiBaat 

@IpsAshish @AnupriyaSPatel  @ajaydevgn @secretary_wcd @omar7rashid @mishranandita6 @deespeak @RitaBJoshi https://t.co/VrP7q8JcIK",2018-03-26,2018,"['Empowering', 'MannKiBaat']",women transforming india
7145,@RaisinaSeries @malviyamit @ShereenBhan Not just that... To add he also said that Namo app is the app of BJP not Prime Minister Narendra Modi... So in which discretion does Prime Minister #Modi often tell people to join #NaMoApp either in #MannKiBaat or government programs.,2018-03-26,2018,"['Modi', 'NaMoApp', 'MannKiBaat']",just that also said that namo prime minister narendra modi which discretion does prime minister often tell people join either government programs
7146,"Politicians are chor chor mausere bhai/behen.
Murkh bann rhi hai janta..
#MannKiBaat https://t.co/hzozHXu4o1",2018-03-26,2018,['MannKiBaat'],politicians chor chor mausere bhaibehenmurkh bann janta
7147,"Retweeted PMO India (@PMOIndia):

इस साल के बजट में किसानों को फसलों की उचित क़ीमत दिलाने के लिए एक बड़ा निर्णय लिया गया है | यह तय किया गया है कि अधिसूचित फसलों के लिए MSP, उनकी लागत का कम-से-कम डेढ़ गुणा घोषित किया जाएगा : PM @narendramodi #MannKiBaat",2018-03-26,2018,['MannKiBaat'],retweeted india
7148,RT @Arvindsfight: Let's see when #MannKiBaat will break momentum of #DhanKiBaat,2018-03-26,2018,"['MannKiBaat', 'DhanKiBaat']",lets when will break momentum
7149,"Retweeted PMO India (@PMOIndia):

Furthering accessible and affordable healthcare systems. #MannKiBaat https://t.co/mWfwh6xidA https://t.co/k9XZhWsqgv",2018-03-26,2018,['MannKiBaat'],retweeted india furthering accessible affordable healthcare systems
7150,"Retweeted PMO India (@PMOIndia):

Empowering the poor, transforming India. #MannKiBaat https://t.co/DPRW8pik3X https://t.co/gUvcjapUgX",2018-03-26,2018,['MannKiBaat'],retweeted india empowering poor transforming india
7152,I just took the #MannKiBaat Quiz. Try it now on the Narendra Modi App! https://t.co/7vhthjdnpv https://t.co/2purj7wFdR,2018-03-26,2018,['MannKiBaat'],just took quiz narendra modi
7153,"#MannKiBaat mai kya bataun tujhe

https://t.co/rlF5Ns8sch",2018-03-26,2018,['MannKiBaat'],bataun tujhe
